id,author,affiliation,longitude,latitude
2310.07710,Heng Huang,University of Maryland,-76.9400,38.9869
2310.17217,Chenze Shao,"Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences",116.328161,39.97626
2310.17217,Chenze Shao,University of Chinese Academy of Sciences,116.298056,40.050743
2310.17217,Zhengrui Ma,"Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences",116.328161,39.97626
2310.17217,Zhengrui Ma,University of Chinese Academy of Sciences,116.298056,40.050743
2310.17217,Min Zhang,"School of Future Science and Engineering, Soochow University",120.735362,31.317987
2310.17217,Yang Feng,"Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences",116.328161,39.97626
2310.17217,Yang Feng,University of Chinese Academy of Sciences,116.298056,40.050743
2310.10583,Sagi Shaier,University of Colorado Boulder,-105.2705,40.0076
2310.10583,Lawrence E. Hunter,University of Colorado Denver,-104.9903,39.7392
2310.10583,Katharina von der Wense,University of Colorado Boulder,-105.2705,40.0076
2310.10583,Katharina von der Wense,Johannes Gutenberg University Mainz,8.247253,49.992862
2310.17121,Go Kamoda,Tohoku University,140.8486,38.2682
2310.17121,Benjamin Heinzerling,RIKEN,139.6316,35.7101
2310.17121,Benjamin Heinzerling,Tohoku University,140.8486,38.2682
2310.17121,Keisuke Sakaguchi,Tohoku University,140.8486,38.2682
2310.17121,Keisuke Sakaguchi,RIKEN,139.6316,35.7101
2310.17121,Kentaro Inui,MBZUAI,54.4389,24.4253
2310.17121,Kentaro Inui,Tohoku University,140.8486,38.2682
2310.17121,Kentaro Inui,RIKEN,139.6316,35.7101
2310.12103,Li Ding,University of Massachusetts Amherst,-72.526711,42.391157
2310.12103,Jenny Zhang,University of British Columbia,-123.250164,49.260872
2310.12103,Jenny Zhang,Vector Institute,-79.398193,43.659598
2310.12103,Lee Spector,Amherst College,-72.516004,42.370910
2310.12103,Lee Spector,University of Massachusetts Amherst,-72.526711,42.391157
2310.12103,Jeff Clune,University of British Columbia,-123.250164,49.260872
2310.12103,Jeff Clune,Vector Institute,-79.398193,43.659598
2310.12103,Joel Lehman,Stochastic Labs,null,null
2310.11454,Dawid J. Kopiczko,"QUVA Lab, University of Amsterdam",4.9541,52.3594
2310.11454,Tijmen Blankevoort,Qualcomm AI Research,-121.9624,37.3762
2310.11454,Yuki M. Asano,"QUVA Lab, University of Amsterdam",4.9541,52.3594
2310.13262,Xue Zhang,"Beijing Key Lab of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China",116.3492,39.95933
2310.13262,Songming Zhang,"Beijing Key Lab of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China",116.3492,39.95933
2310.13262,Yunlong Liang,"Beijing Key Lab of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China",116.3492,39.95933
2310.13262,Yufeng Chen,"Beijing Key Lab of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China",116.3492,39.95933
2310.13262,Jian Liu,"Beijing Key Lab of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China",116.3492,39.95933
2310.13262,Wenjuan Han,"Beijing Key Lab of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China",116.3492,39.95933
2310.13262,Jinan Xu,"Beijing Key Lab of Traffic Data Analysis and Mining, Beijing Jiaotong University, Beijing, China",116.3492,39.95933
2310.08541,Zhengyuan Yang,Microsoft Azure AI,-122.1245,47.6401
2310.08541,Jianfeng Wang,Microsoft Azure AI,-122.1245,47.6401
2310.08541,Linjie Li,Microsoft Azure AI,-122.1245,47.6401
2310.08541,Kevin Lin,Microsoft Azure AI,-122.1245,47.6401
2310.08541,Chung-Ching Lin,Microsoft Azure AI,-122.1245,47.6401
2310.08541,Zicheng Liu,Microsoft Azure AI,-122.1245,47.6401
2310.08541,Lijuan Wang,Microsoft Azure AI,-122.1245,47.6401
2310.06046,Dipayan Saha,"Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA",-82.324829,29.643632
2310.06046,Shams Tarek,"Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA",-82.324829,29.643632
2310.06046,Katayoon Yahyaei,"Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA",-82.324829,29.643632
2310.06046,Sujan Kumar Saha,"Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA",-82.324829,29.643632
2310.06046,Jingbo Zhou,"Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA",-82.324829,29.643632
2310.06046,Mark Tehranipoor,"Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA",-82.324829,29.643632
2310.06046,Farimah Farahmandi,"Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA",-82.324829,29.643632
2310.01427,Alex Peysakhovich,Sutter Hill Ventures,Please provide the longitude for Sutter Hill Ventures,Please provide the latitude for Sutter Hill Ventures
2310.01427,Adam Lerer,Google DeepMind,Please provide the longitude for Google DeepMind,Please provide the latitude for Google DeepMind
2310.11191,Lorenzo Flores,Yale University,-72.922343,41.316324
2310.11191,Heyuan Huang,Yale University,-72.922343,41.316324
2310.11191,Kejian Shi,Yale University,-72.922343,41.316324
2310.11191,Sophie Chheang,Yale School of Medicine,-72.960894,41.304270
2310.11191,Arman Cohan,Yale University,-72.922343,41.316324
2310.11191,Arman Cohan,Allen Institute for AI,-122.335167,47.626208
2310.00785,Kyle Lo,Allen Institute for AI,-122.3331,47.6062
2310.00785,Yapei Chang,University of Massachusetts Amherst,-72.5267,42.3912
2310.00785,Tanya Goyal,Princeton University,-74.6514,40.3430
2310.00785,Mohit Iyyer,University of Massachusetts Amherst,-72.5267,42.3912
2310.05442,Robert Litschko,"MaiNLP, Center for Information and Language Processing, LMU Munich, Germany",11.5802,48.1508
2310.05442,Robert Litschko,"Munich Center for Machine Learning (MCML), Munich, Germany",11.5676,48.1505
2310.05442,Max Müller-Eberstein,"Department of Computer Science, IT University of Copenhagen, Denmark",12.5912,55.6599
2310.05442,Rob van der Goot,"Department of Computer Science, IT University of Copenhagen, Denmark",12.5912,55.6599
2310.05442,Leon Weber,"MaiNLP, Center for Information and Language Processing, LMU Munich, Germany",11.5802,48.1508
2310.05442,Leon Weber,"Munich Center for Machine Learning (MCML), Munich, Germany",11.5676,48.1505
2310.05442,Barbara Plank,"MaiNLP, Center for Information and Language Processing, LMU Munich, Germany",11.5802,48.1508
2310.05442,Barbara Plank,"Department of Computer Science, IT University of Copenhagen, Denmark",12.5912,55.6599
2310.05442,Barbara Plank,"Munich Center for Machine Learning (MCML), Munich, Germany",11.5676,48.1505
2310.07177,Xiaoxuan Liu,UC Berkeley,-122.25854,37.87159
2310.07177,Lanxiang Hu,UCSD,-117.234013,32.880060
2310.07177,Peter Bailis,Sisu Data,,
2310.07177,Ion Stoica,UC Berkeley,-122.25854,37.87159
2310.07177,Zhijie Deng,SJTU,121.437866,31.02522
2310.07177,Alvin Cheung,UC Berkeley,-122.25854,37.87159
2310.07177,Hao Zhang,UCSD,-117.234013,32.880060
2310.04743,Song Jiang,"University of California, Los Angeles",-118.4452,34.0689
2310.04743,Zahra Shakeri,Meta AI,-122.1484,37.4590
2310.04743,Aaron Chan,Meta AI,-122.1484,37.4590
2310.04743,Maziar Sanjabi,Meta AI,-122.1484,37.4590
2310.04743,Hamed Firooz,"LinkedIn, Inc.",-121.9026,37.4237
2310.04743,Yinglong Xia,Meta AI,-122.1484,37.4590
2310.04743,Bugra Akyildiz,Meta AI,-122.1484,37.4590
2310.04743,Yizhou Sun,"University of California, Los Angeles",-118.4452,34.0689
2310.04743,Jinchao Li,Meta AI,-122.1484,37.4590
2310.04743,Qifan Wang,Meta AI,-122.1484,37.4590
2310.04743,Asli Celikyilmaz,Meta AI,-122.1484,37.4590
2310.09761,Yulei Qin,Tencent YouTu Lab,113.7518,23.0207
2310.09761,Xingyu Chen,ByteDance,116.3833,39.9167
2310.09761,Yunhang Shen,Tencent YouTu Lab,113.7518,23.0207
2310.09761,Chaoyou Fu,Tencent YouTu Lab,113.7518,23.0207
2310.09761,Yun Gu,Shanghai Jiao Tong University,121.4375,31.0250
2310.09761,Ke Li,Tencent YouTu Lab,113.7518,23.0207
2310.09761,Xing Sun,Tencent YouTu Lab,113.7518,23.0207
2310.09761,Rongrong Ji,Xiamen University,118.0895,24.4454
2310.05136,Ronghao Dang,Tongji University,121.5025,31.2824
2310.05136,Jiangyan Feng,SenseTime,113.9431,22.5405
2310.05136,Haodong Zhang,SenseTime,113.9431,22.5405
2310.05136,Chongjian Ge,The University of Hong Kong,114.1376,22.4192
2310.05136,Lin Song,Tencent AI Lab,113.9265,22.5174
2310.05136,Lijun Gong,SenseTime,113.9431,22.5405
2310.05136,Chengju Liu,Tongji University,121.5025,31.2824
2310.05136,Qijun Chen,Tongji University,121.5025,31.2824
2310.05136,Feng Zhu,SenseTime,113.9431,22.5405
2310.05136,Rui Zhao,SenseTime,113.9431,22.5405
2310.05136,Yibing Song,"AI3 Institute, Fudan University",121.5031,31.2969
2310.05418,Yu Ying Chiu,University of Washington,-122.3080,47.6553
2310.05418,Yu Cheung Chiu,The University of Hong Kong,114.1371,22.2855
2310.05418,Zhilin Wang,University of Washington,-122.3080,47.6553
2310.05418,Zhilin Wang,NVIDIA,-122.1499,37.3943
2310.08796,Hanlin Zhu,UC Berkeley,-122.25854,37.87159
2310.08796,Hanlin Zhu,Meta AI,-122.14804,37.45907
2310.08796,Andrew Cohen,Meta AI,-122.14804,37.45907
2310.08796,Danqing Wang,Meta AI,-122.14804,37.45907
2310.08796,Danqing Wang,UC Santa Barbara,-119.84889,34.41333
2310.08796,Kevin Yang,Meta AI,-122.14804,37.45907
2310.08796,Xiaomeng Yang,Meta AI,-122.14804,37.45907
2310.08796,Jiantao Jiao,UC Berkeley,-122.25854,37.87159
2310.08796,Yuandong Tian,Meta AI,-122.14804,37.45907
2310.00272,Baphumelele Masikisiki,University of Pretoria,28.229271,-25.754549
2310.00272,Vukosi Marivate,University of Pretoria,28.229271,-25.754549
2310.00272,Yvette Hlophe,University of Pretoria,28.229271,-25.754549
2310.05216,Xintong Wang,"Department of Informatics, Universität Hamburg",9.9823,53.5670
2310.05216,Xiaoyu Li,"Department of Informatics, Technische Universität Berlin",13.3265,52.5125
2310.05216,Xingshan Li,"Institute of Psychology, Chinese Academy of Sciences",116.3333,39.9667
2310.05216,Chris Biemann,"Department of Informatics, Universität Hamburg",9.9823,53.5670
2310.07707,Devvrit,Google Research,-122.084,37.422
2310.07707,Devvrit,University of Texas at Austin,-97.739,30.284
2310.07707,Sneha Kudugunta,Google Research,-122.084,37.422
2310.07707,Aditya Kusupati,Google Research,-122.084,37.422
2310.07707,Aditya Kusupati,University of Washington,-122.308,47.655
2310.07707,Tim Dettmers,University of Washington,-122.308,47.655
2310.07707,Kaifeng Chen,Google Research,-122.084,37.422
2310.07707,Inderjit Dhillon,Google Research,-122.084,37.422
2310.07707,Inderjit Dhillon,University of Texas at Austin,-97.739,30.284
2310.07707,Yulia Tsvetkov,University of Washington,-122.308,47.655
2310.07707,Hannaneh Hajishirzi,University of Washington,-122.308,47.655
2310.07707,Sham Kakade,Harvard University,-71.116,42.377
2310.07707,Ali Farhadi,University of Washington,-122.308,47.655
2310.07707,Prateek Jain,Google Research,-122.084,37.422
2310.12547,Junghyun Kim,"AI Institute, Seoul National University",126.951613,37.459882
2310.12547,Junghyun Kim,"Interdisciplinary Program in AI, Seoul National University",126.951613,37.459882
2310.12547,Gi-Cheon Kang,"AI Institute, Seoul National University",126.951613,37.459882
2310.12547,Gi-Cheon Kang,"Interdisciplinary Program in AI, Seoul National University",126.951613,37.459882
2310.12547,Jaein Kim,"AI Institute, Seoul National University",126.951613,37.459882
2310.12547,Jaein Kim,"Interdisciplinary Program in Neuroscience, Seoul National University",126.951613,37.459882
2310.12547,Seoyun Yang,"Division of Engineering Science, University of Toronto",-79.396850,43.662891
2310.12547,Minjoon Jung,"AI Institute, Seoul National University",126.951613,37.459882
2310.12547,Minjoon Jung,"Interdisciplinary Program in AI, Seoul National University",126.951613,37.459882
2310.12547,Byoung-Tak Zhang,"AI Institute, Seoul National University",126.951613,37.459882
2310.12547,Byoung-Tak Zhang,"Interdisciplinary Program in AI, Seoul National University",126.951613,37.459882
2310.12547,Byoung-Tak Zhang,"Interdisciplinary Program in Neuroscience, Seoul National University",126.951613,37.459882
2310.03684,Alexander Robey,University of Pennsylvania,-75.193214,39.952218
2310.03684,Eric Wong,University of Pennsylvania,-75.193214,39.952218
2310.03684,Hamed Hassani,University of Pennsylvania,-75.193214,39.952218
2310.03684,George J. Pappas,University of Pennsylvania,-75.193214,39.952218
2310.04673,Jiaming Wang,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Zhihao Du,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Qian Chen,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Yunfei Chu,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Zhifu Gao,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Zerui Li,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Kai Hu,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Xiaohuan Zhou,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Jin Xu,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Ziyang Ma,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Wen Wang,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Siqi Zheng,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Chang Zhou,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Zhijie Yan,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.04673,Shiliang Zhang,"Damo Academy, Alibaba Group, China",120.219375,30.259244
2310.08949,Xiangyu Zhao,"Department of Computing, The Hong Kong Polytechnic University",114.1796,22.3050
2310.08949,Bo Liu,"Department of Computing, The Hong Kong Polytechnic University",114.1796,22.3050
2310.08949,Qijiong Liu,"Department of Computing, The Hong Kong Polytechnic University",114.1796,22.3050
2310.08949,Guangyuan Shi,"Department of Computing, The Hong Kong Polytechnic University",114.1796,22.3050
2310.08949,Xiao-Ming Wu,"Department of Computing, The Hong Kong Polytechnic University",114.1796,22.3050
2310.14564,Jian Guan,Tsinghua University,116.3264,40.0034
2310.14564,Jesse Dodge,Allen Institute for AI,-122.3355,47.6205
2310.14564,David Wadden,Allen Institute for AI,-122.3355,47.6205
2310.14564,Minlie Huang,Tsinghua University,116.3264,40.0034
2310.14564,Hao Peng,University of Illinois Urbana-Champaign,-88.2272,40.1020
2310.07911,Huiyin Xue,"Department of Computer Science, University of Sheffield, United Kingdom",-1.470085,53.381129
2310.07911,Nikolaos Aletras,"Department of Computer Science, University of Sheffield, United Kingdom",-1.470085,53.381129
2310.04560,Bahare Fatemi,Google Research,-122.084,37.422
2310.04560,Jonathan Halcrow,Google Research,-122.084,37.422
2310.04560,Bryan Perozzi,Google Research,-122.084,37.422
2310.16028,Hattie Zhou,Apple,-122.032182,37.322998
2310.16028,Hattie Zhou,"Mila, Université de Montréal",-73.6128,45.5048
2310.16028,Arwen Bradley,Apple,-122.032182,37.322998
2310.16028,Etai Littwin,Apple,-122.032182,37.322998
2310.16028,Noam Razin,Apple,-122.032182,37.322998
2310.16028,Noam Razin,Tel Aviv University,34.803112,32.113342
2310.16028,Omid Saremi,Apple,-122.032182,37.322998
2310.16028,Josh Susskind,Apple,-122.032182,37.322998
2310.16028,Samy Bengio,Apple,-122.032182,37.322998
2310.16028,Preetum Nakkiran,Apple,-122.032182,37.322998
2310.15910,Qinan Yu,"Brown University, Department of Computer Science",-71.4025,41.8268
2310.15910,Jack Merullo,"Brown University, Department of Computer Science",-71.4025,41.8268
2310.15910,Ellie Pavlick,"Brown University, Department of Computer Science",-71.4025,41.8268
2310.02409,Guanghui Qin,Johns Hopkins University,-76.6200464,39.3299015
2310.02409,Corby Rosset,Microsoft,-122.1245761,47.6400681
2310.02409,Ethan C. Chau,Microsoft,-122.1245761,47.6400681
2310.02409,Nikhil Rao,Microsoft,-122.1245761,47.6400681
2310.02409,Benjamin Van Durme,Johns Hopkins University,-76.6200464,39.3299015
2310.02409,Benjamin Van Durme,Microsoft,-122.1245761,47.6400681
2310.03874,Jason Holmes,"Department of Radiation Oncology, Mayo Clinic, Phoenix, Arizona",-112.074037,33.448377
2310.03874,Lian Zhang,"Department of Radiation Oncology, Mayo Clinic, Phoenix, Arizona",-112.074037,33.448377
2310.03874,Yuzhen Ding,"Department of Radiation Oncology, Mayo Clinic, Phoenix, Arizona",-112.074037,33.448377
2310.03874,Hongying Feng,"Department of Radiation Oncology, Mayo Clinic, Phoenix, Arizona",-112.074037,33.448377
2310.03874,Zhengliang Liu,"School of Computing, University of Georgia, Athens, Georgia",-83.377322,33.951935
2310.03874,Tianming Liu,"School of Computing, University of Georgia, Athens, Georgia",-83.377322,33.951935
2310.03874,William W. Wong,"Department of Radiation Oncology, Mayo Clinic, Phoenix, Arizona",-112.074037,33.448377
2310.03874,Sujay A. Vora,"Department of Radiation Oncology, Mayo Clinic, Phoenix, Arizona",-112.074037,33.448377
2310.03874,Jonathan B. Ashman,"Department of Radiation Oncology, Mayo Clinic, Phoenix, Arizona",-112.074037,33.448377
2310.03874,Wei Liu,"Department of Radiation Oncology, Mayo Clinic, Phoenix, Arizona",-112.074037,33.448377
2310.15205,Wei Chen,"School of Data Science, Fudan University, China",121.5031,31.2935
2310.15205,Wei Chen,"School of Software Engineering, Huazhong University of Science and Technology, China",114.4146,30.5131
2310.15205,Qiushi Wang,"School of Data Science, Fudan University, China",121.5031,31.2935
2310.15205,Zefei Long,"School of Data Science, Fudan University, China",121.5031,31.2935
2310.15205,Xianyin Zhang,"School of Data Science, Fudan University, China",121.5031,31.2935
2310.15205,Zhongtian Lu,"School of Data Science, Fudan University, China",121.5031,31.2935
2310.15205,Bingxuan Li,"School of Data Science, Fudan University, China",121.5031,31.2935
2310.15205,Siyuan Wang,"School of Data Science, Fudan University, China",121.5031,31.2935
2310.15205,Jiarong Xu,"School of Management, Fudan University, China",121.5031,31.2935
2310.15205,Xiang Bai,"School of Software Engineering, Huazhong University of Science and Technology, China",114.4146,30.5131
2310.15205,Xuanjing Huang,"Research Institute of Intelligent Complex Systems, Fudan University, China",121.5031,31.2935
2310.15205,Zhongyu Wei,"School of Data Science, Fudan University, China",121.5031,31.2935
2310.15205,Zhongyu Wei,"School of Computer Science, Fudan University, China",121.5031,31.2935
2310.07093,Arushi Sharma,"School of Computing and Information, University of Pittsburgh",-79.9533,40.4444
2310.07093,Abhibha Gupta,"School of Computing and Information, University of Pittsburgh",-79.9533,40.4444
2310.07093,Maneesh Bilalpur,"School of Computing and Information, University of Pittsburgh",-79.9533,40.4444
2310.06927,Eldar Kurtic,IST Austria,16.253,48.220
2310.06927,Denis Kuznedelev,Skoltech & Yandex,37.370,55.698
2310.06927,Elias Frantar,IST Austria,16.253,48.220
2310.06927,Michael Goin,Neural Magic,-71.110,42.362
2310.06927,Dan Alistarh,IST Austria,16.253,48.220
2310.06927,Dan Alistarh,Neural Magic,-71.110,42.362
2310.17015,Anna Koufakou,"Department of Computing and Software Engineering, Florida Gulf Coast University, Fort Myers, Florida, USA",-81.8723084,26.4643269
2310.17015,Diego Grisales,"Department of Computing and Software Engineering, Florida Gulf Coast University, Fort Myers, Florida, USA",-81.8723084,26.4643269
2310.17015,Ragy Costa de Jesus,"Department of Computing and Software Engineering, Florida Gulf Coast University, Fort Myers, Florida, USA",-81.8723084,26.4643269
2310.17015,Oscar Fox,"Department of Computing and Software Engineering, Florida Gulf Coast University, Fort Myers, Florida, USA",-81.8723084,26.4643269
2310.14614,Yige Xu,Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly,103.6831,1.3483
2310.14614,Yige Xu,"School of Computer Science and Engineering, Nanyang Technological University, Singapore",103.6831,1.3483
2310.14614,Zhiwei Zeng,Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly,103.6831,1.3483
2310.14614,Zhiwei Zeng,"School of Computer Science and Engineering, Nanyang Technological University, Singapore",103.6831,1.3483
2310.14614,Zhiqi Shen,"School of Computer Science and Engineering, Nanyang Technological University, Singapore",103.6831,1.3483
2310.05910,Zhiqing Sun,"MIT-IBM Watson AI Lab, IBM Research",-71.08917,42.36009
2310.05910,Zhiqing Sun,"Language Technologies Institute, CMU",-79.94536,40.44332
2310.05910,Yikang Shen,"MIT-IBM Watson AI Lab, IBM Research",-71.08917,42.36009
2310.05910,Hongxin Zhang,UMass Amherst,-72.52671,42.39116
2310.05910,Qinhong Zhou,UMass Amherst,-72.52671,42.39116
2310.05910,Zhenfang Chen,"MIT-IBM Watson AI Lab, IBM Research",-71.08917,42.36009
2310.05910,David Cox,"MIT-IBM Watson AI Lab, IBM Research",-71.08917,42.36009
2310.05910,Yiming Yang,"Language Technologies Institute, CMU",-79.94536,40.44332
2310.05910,Chuang Gan,"MIT-IBM Watson AI Lab, IBM Research",-71.08917,42.36009
2310.05910,Chuang Gan,UMass Amherst,-72.52671,42.39116
2310.02207,Wes Gurnee,Massachusetts Institute of Technology,-71.092215,42.360091
2310.02207,Max Tegmark,Massachusetts Institute of Technology,-71.092215,42.360091
2310.01324,Xinhao Li,"State Key Laboratory for Novel Software Technology, Nanjing University, China",118.778074,32.061707
2310.01324,Limin Wang,"State Key Laboratory for Novel Software Technology, Nanjing University, China",118.778074,32.061707
2310.11430,António Farinhas,Instituto Superior Técnico (Lisbon ELLIS Unit),-9.139337,38.736819
2310.11430,António Farinhas,Instituto de Telecomunicações,-9.146590,38.737026
2310.11430,José G. C. de Souza,Unbabel,-9.142685,38.708891
2310.11430,André F. T. Martins,Instituto Superior Técnico (Lisbon ELLIS Unit),-9.139337,38.736819
2310.11430,André F. T. Martins,Instituto de Telecomunicações,-9.146590,38.737026
2310.11430,André F. T. Martins,Unbabel,-9.142685,38.708891
