link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/bc-fbn-browns-watson-settlement_n_62fe63d1e4b0f48a020547b2,Deshaun Watson Settles With NFL For 11-Game Suspension,SPORTS,The Cleveland Browns quarterback was accused of sexual misconduct by two dozen women while he played for the Houston Texans.,"Rob Maadi and Tom Withers, AP",2022-08-18
https://www.huffpost.com/entry/mental-health-instagram-accounts_l_5f3a8af4c5b6e054c3fcb356,14 Mental Health Instagram Accounts You Should Follow ASAP,WELLNESS,"Fill your feed with advice on anxiety, self-care, gratitude, healing, stress and more.",Stephanie Barnes,2020-08-24
https://www.huffpost.com/entry/school-shooting-survivors-on-how-it-affects-them-today_l_628d4eece4b0b1d9844e3d1e,11 Survivors Of School Gun Violence Share How It Still Reverberates Through Their Lives,WELLNESS,"Since Columbine in 1999, more than 311,000 students have experienced some form of gun violence at school. And it has stuck with them.",Brittany Wong,2022-05-27
https://www.huffingtonpost.com/entry/tripadvisor-most-popular-destinations-2018_us_5ab3f3c9e4b0decad047fd83,"The Most Popular Destinations In The World, According To TripAdvisor",TRAVEL,And where to stay in these spots when you visit.,Amanda Pena,2018-03-23
https://www.huffpost.com/entry/trial-expected-to-begin-for-ex-trump-adviser-steve-bannon_n_62d51ff6e4b0116f21bdb3ab,Jury Selection Begins In Trial Of Ex-Trump Adviser Steve Bannon,POLITICS,Bannon is charged in Washington’s federal court with defying a subpoena from the Jan. 6 committee that sought his records and testimony.,"Gary Fields, Ashraf Khalil, AP",2022-07-18
https://www.huffpost.com/entry/most-least-risky-activities-covid-19_l_5f621679c5b65fd7b857a4c4,The Most (And Least) Risky Activities For Spreading COVID-19,WELLNESS,How do parties compare to gyms? How does going to the doctor compare to a restaurant? This chart from the UK breaks it all down.,Natasha Hinde,2020-09-16
https://www.huffingtonpost.com/entry/disneyland-disney-world-price-2018-increase_us_5a8125dee4b08dfc93057fe1,A Disney Vacation Just Got Way More Expensive,TRAVEL,Admission alone for a family of four will now top $500 on peak days.,Ed Mazza,2018-02-12
https://www.huffingtonpost.com/entry/hawaiian-airlines-flight-date-line_us_5a4a844de4b06d1621ba2314,"Hawaiian Airlines Flight Takes Off In 2018, Lands In 2017",TRAVEL,What a difference a year makes.,David Moye,2018-01-01
https://www.huffingtonpost.com/entry/cheap-around-the-world-airfare-itinerary_us_5a8c5ed9e4b00a30a24ffdfe,"You Can Fly Around The World For Less Than $1,200",TRAVEL,See four cities across four continents in 16 days ✈️,Brittany Nims,2018-02-20
https://www.huffpost.com/entry/happiness-tips-commute_l_61f45c77e4b01d3f299b47e8,7 Happiness Hacks You Can Do On A Commute,WELLNESS,Try these tips the next time you're en route to a destination and feel your mood lift ASAP.,Anika Nayak,2022-01-30
https://www.huffpost.com/entry/introvert-tweets-august_l_5f63fb02c5b6de79b671f3b5,15 Funny Tweets Every Introvert Will Appreciate,WELLNESS,"""Introverts be like: How rude of you not to invite me to something I didn't want to go.""",Sarah Bourassa,2020-09-18
https://www.huffingtonpost.com/entry/these-rainbow-mountains-in-peru-look-like-theyre-straight_us_5af1f00fe4b0c72d590a4d12,These Rainbow Mountains In Peru Look Like They’re Straight Out Of A Dr. Seuss Book,TRAVEL,Sometimes we can’t help but wonder if Mother Nature specifically designed some places just for Instagram.,"PureWow, Editorial Partner",2018-05-08
https://www.huffingtonpost.com/entry/a-little-adventure-and-a-lot-of-grapefruit-in-the-valley_us_5a423c79e4b0df0de8b066d8,A Little Adventure And A Lot Of Grapefruit In The Valley Of The Sun,TRAVEL,"For more advanced hikes, two options really stood out. The first, right across from the Desert Botanical Garden, is one of","Christopher Elliott, ContributorAuthor, How to Be the World's Smartest Traveler (and Save Time...",2017-12-26
https://www.huffpost.com/entry/religious-leaders-nfl-super-bowl-arizona-racist-voter-suppression_n_62086115e4b03230246b8cbc,Faith Leaders Demand NFL Move Next Super Bowl From Arizona For 'Racist' Vote Crackdown,SPORTS,"""The Ballot or the Blackout"" campaign against Arizona steps up after federal lawmakers fail to pass national voting rights protections.",Mary Papenfuss,2022-02-13
https://www.huffpost.com/entry/phillie-phanatic-is-back_n_619447b7e4b0451e54f19a73,Phillie Phanatic Is Back! Team Mascot Settles Legal Dispute,SPORTS,"“We welcome the original Phillie Phanatic back with open arms,” Phillies executive vice president David Buck said Tuesday.",,2021-11-17
https://www.huffingtonpost.com/entry/11-reasons-you-should-visit-mexico-city-immediately_us_5a7ca107e4b08dfc93017ddf,11 Reasons Why You Should Visit Mexico City Immediately,TRAVEL,¡Vámonos!,Paola Alin,2018-02-15
https://www.huffpost.com/entry/media-to-ask-judge-to-release-trump-search-warrant-affidavit_n_62fdf830e4b0638948305107,Media To Ask Judge To Release Trump Search Warrant Affidavit,POLITICS,"""The matter is one of utmost public interest, involving the actions of current and former government officials,” wrote an attorney some of the media companies.","Terry Spencer, AP",2022-08-18
https://www.huffpost.com/entry/the-people-who-cant-get-back-to-normal-simce-covid_l_62a76959e4b06169ca8eed10,There Are Millions Of People Who Can't Just 'Move On' From COVID,WELLNESS,"Learning to live with the virus is a privilege many don't have. In the rush to go back to normal, it's important to consider their experiences.",Brittany Wong,2022-06-15
https://www.huffpost.com/entry/coronavirus-vaccine-booster-timing_l_615dea3ae4b06f0ef28bc33a,"If You're Eligible For A COVID Booster Shot Right Now, Should You Get It?",WELLNESS,Figuring out when to get a third dose of the vaccine is complicated. Here's what to know about the timing and ethics of getting one.,Catherine Pearson,2021-10-07
https://www.huffpost.com/entry/where-to-buy-rapid-at-home-covid-tests_l_61532575e4b03d83bad89b6b,"Where Can I Buy At-Home Rapid COVID Tests, And When Should I Use One?",WELLNESS,Read this before you purchase a kit and test yourself for COVID-19.,Julia Ries,2021-09-29
https://www.huffpost.com/entry/lebron-james-son-bronny-nba-hope_n_61d4743ee4b0c7d8b8a892be,LeBron James Dishes On His Dream To One Day Play In The NBA With His Son,SPORTS,Bronny has already made a name for himself in the basketball world.,Kimberley Richards,2022-01-04
https://www.huffingtonpost.com/entry/this-hotel-is-fully-booked-as-soon-as-you-check-in_us_5a283ca4e4b0650db4d40c97,This Hotel Is Fully Booked As Soon As You Check In,TRAVEL,Introvert’s paradise or the setting of a confusing Darren Aronofsky horror movie (starring—we want to say—Evan Rachel Wood)? You decide.,"PureWow, ContributorWhat your girl crush reads online",2017-12-06
https://www.huffpost.com/entry/novak-djokovic-wimbledon-title_n_62cb000be4b02e0ac9158adf,Novak Djokovic Beats Nick Kyrgios For 7th Wimbledon Title,SPORTS,Djokovic extended his unbeaten run at the grass-court Grand Slam tournament to 28 matches and raised his career haul to 21 major trophies.,"Howard Fendrich, AP",2022-07-10
https://www.huffpost.com/entry/florida-sues-walgreens-cvs-over-opioids_n_5bf1ab4ee4b07573881f714d,"Florida Sues Walgreens, CVS, Alleging They Added To State's Opioid Crisis",BUSINESS,The pharmacies are accused of failing to stop opioid orders that were suspicious or of an unreasonable amount.,"TERRY SPENCER, Associated Press",2018-11-18
https://www.huffpost.com/entry/destinations-people-visit-first-safe-travel_l_606bec83c5b66c4ab6b63af6,The Destinations People Want To Visit First When It's Safe To Travel,TRAVEL,"Travel experts reveal the places people want to go for their ""revenge travel.""",Caroline Bologna,2021-04-06
https://www.huffpost.com/entry/inglewood-morningside-106-0_n_61828f3ae4b06de3eb6ed3b8,High School Football Team Beats Rival So Badly Principal Apologizes,SPORTS,"California's Inglewood High School trounced Morningside by a margin so extreme that the losing coach called his rival ""classless.""",Ron Dicker,2021-11-03
https://www.huffpost.com/entry/ways-to-destress-one-minute_l_61e99feae4b044598d2c901c,5 Hacks To Try If You Only Have A Minute To Destress,WELLNESS,Got 60 seconds? Use them to release a little anxiety or tension with these quick and simple techniques.,Catherine Pearson,2022-01-20
https://www.huffpost.com/entry/tom-brady-fox-sports-football-analyst_n_627a81b9e4b0d7ea4cd2cffc,Tom Brady Will Join Fox Sports As Football Analyst When He Retires: Network,SPORTS,"The Tampa Bay Buccaneers quarterback ""will also serve as an ambassador for us,"" Fox Corp. CEO Lachlan Murdoch said.",,2022-05-10
https://www.huffpost.com/entry/jim-jordan-judiciary-trump-docs-tweet_n_630f124ee4b0dc23bbed2a07,Rep. Jim Jordan's Judiciary Twitter Account Finds 'Threat' In Pic Of Docs At Trump Home,POLITICS,The 36-page filing described how Trump and his representatives did not hand over classified materials at the property.,Ben Blanchet,2022-08-31
https://www.huffingtonpost.com/entry/the-worlds-best-food-cities-2018-according-to-tripadvisor_us_5ae0b16ee4b055fd7fc72e42,"The World's Best Food Cities, According To TripAdvisor",TRAVEL,Will travel for food 🍜,Brittany Nims,2018-04-25
https://www.huffpost.com/entry/north-dakota-abortion-trigger-ban_n_6307e96de4b01068e14917c0,Judge Temporarily Blocks North Dakota Trigger Law Banning Abortion,POLITICS,"The ban was set to take effect Friday, about two months after the Supreme Court overturned Roe v. Wade.","Dave Kolpack, AP",2022-08-25
https://www.huffingtonpost.com/entry/i-was-sexually-harassed-on-facebook_us_5a919efae4b0ee6416a3be76,Facebook Didn’t Seem To Care I Was Being Sexually Harassed Until I Decided To Write About It,BUSINESS,"Two months ago, a pro-Trump Facebook group posted my photo and asked its 72,000 members if they would ""smash or pass.""",Jesselyn Cook,2018-04-17
https://www.huffpost.com/entry/rafael-nadal-french-open-casper-rudd-roland-garros_n_629ccab5e4b090b53b867df4,"Rafael Nadal Wins French Open For 14th Time, Defeating Casper Ruud",SPORTS,Nadal secured his 22nd Grand Slam title on Sunday at Roland Garros. No man has won more Grand Slam titles than Nadal.,,2022-06-05
https://www.huffpost.com/entry/markets-right-now-stocks-end-dismal-year-on-a-bright-note_n_5c2a9250e4b08aaf7a93055d,U.S. Stocks Suffer Worst Year Since 2008 Financial Crisis,BUSINESS,"Despite a dismal year, the market closed out 2018 on a bright note.","ALEX VEIGA, AP",2018-12-31
https://www.huffpost.com/entry/us-house-proxy-voting_n_630d0049e4b07744a2f92303,House Members Are Using A Controversial Tool To Keep Campaigning. Has It Gone Too Far?,POLITICS,House members are only supposed to use proxy voting when they cannot be present due to COVID-19. But that's not stopping representatives from voting remotely on the campaign trail.,Jonathan Nicholson,2022-08-29
https://www.huffpost.com/entry/union-election-moves-ahead-at-amazon-warehouse_n_6001ef71c5b6efae62f87d30,Pivotal Union Election Moves Ahead At Amazon Warehouse In Alabama,BUSINESS,The workers will soon determine whether the retail giant has its first unionized facility in the U.S.,Dave Jamieson,2021-01-15
https://www.huffpost.com/entry/utility-shutoffs-coronavirus_n_5e912afac5b6f7b1ea8120d1,She’s A Furloughed Single Mom Of 3. The Utility Is Shutting Off Her Power Anyway.,BUSINESS,"Despite extra federal funding, many of Tennessee’s power providers are still cutting off service to families who can’t pay during the coronavirus pandemic.",Alexander C. Kaufman,2020-04-11
https://www.huffpost.com/entry/scott-gottlieb-monkeypox_n_62d4d7b4e4b0f691303159eb,Former FDA Commissioner: U.S. Has Probably ‘Failed To Contain’ Monkeypox,POLITICS,"""I think the window for getting control of this and containing it probably has closed,"" Scott Gottlieb told ""Face the Nation.""",Nick Visser,2022-07-18
https://www.huffingtonpost.com/entry/facebook-sexual-harassment-arbitration_us_5aa7efb0e4b04042d27e9c75,Facebook Defends Its Use Of Secret Courts To Handle Sexual Harassment Cases,BUSINESS,"The tech giant is standing behind its use of forced arbitration, a practice criticized for silencing women.",Emily Peck,2018-03-14
https://www.huffpost.com/entry/wisconsin-trump-tim-michels-pitchforks-anti-abortion-anti-gay_n_63142462e4b0682ad3d1a6c3,Trump-Endorsed Wisconsin Gubernatorial Candidate Tells Voters To Take Up Pitchforks,POLITICS,Tim Michels calls on supporters to go after media following Milwaukee Journal Sentinel story reporting multimillionaire's donations to anti-abortion groups.,"By SCOTT BAUER, AP",2022-09-04
https://www.huffpost.com/entry/federal-reserve-interest-rates_n_5bac776fe4b091df72ed7187,Federal Reserve Raises Interest Rates For The 3rd Time This Year,BUSINESS,Three more rate hikes are slated for 2019.,"Martin Crutsinger, AP",2018-09-27
https://www.huffpost.com/entry/hotel-airbnb-safer-covid-19_l_5f2c338fc5b6e96a22af7156,Is A Hotel Or Airbnb Safer In The Age Of COVID-19?,TRAVEL,What travelers should know about the risks of hotels and home rentals amid the coronavirus pandemic.,Caroline Bologna,2020-08-10
https://www.huffpost.com/entry/what-needs-happen-covid-pandemic-over_l_5fc4448dc5b66bb88c680942,What Needs To Happen Before The COVID-19 Pandemic Is Considered Over,WELLNESS,"Here are the steps that will bring the coronavirus pandemic under control and how long it might take to get back to ""normal.""",Stephanie Barnes,2020-11-30
https://www.huffpost.com/entry/dodgers-baseball-obit-wills_n_6329feb3e4b07198f0134500,"Maury Wills, Base-Stealing Shortstop For Dodgers, Dies At 89",SPORTS,"Maury Wills, who helped the Los Angeles Dodgers win three World Series titles with his base-stealing prowess, has died.","Beth Harris, AP",2022-09-20
https://www.huffpost.com/entry/michigan-abortion-amendment-supreme-court-november-ballot_n_63191369e4b046aa0230bd0e,Michigan Supreme Court Revives Abortion Rights Amendment For November's Ballot,POLITICS,"Opponents of the measure claimed typos made the qualifying petitions incomprehensible, but the state's highest court rejected that argument.",Jonathan Cohn,2022-09-08
https://www.huffpost.com/entry/seth-magaziner-wins-rhode-island-democratic-primary-us-house_n_632118d0e4b082746be47a33,Democrats Nominate Seth Magaziner In Key Rhode Island House Race,POLITICS,The state's general treasurer is slated to face former Cranston Mayor Allan Fung (R) in the general election.,Daniel Marans,2022-09-14
https://www.huffpost.com/entry/covid-news-what-to-monitor-and-skip_l_61eef632e4b010a5a233d434,Overwhelmed By COVID News? Here's What To Monitor And What To Skip.,WELLNESS,"If your mental health is wrecked from reading pandemic headlines for two years, take back some control by following this guide.",Anika Nayak,2022-01-25
https://www.huffpost.com/entry/store-mask-requirements-arent-really-requirements-if-they-arent-enforced_n_5f1b483dc5b6128e6825c501,Store Mask Requirements Aren't Really Requirements If They Aren't Enforced,BUSINESS,"A recent memo at one grocery chain said to provide masks at the door, but if the customer refuses to wear it, ""let them shop.""",Dave Jamieson,2020-07-26
https://www.huffingtonpost.com/entry/dow-drops-fears-trade-war_us_5ab40c2ae4b008c9e5f5697a,Dow Plunges Amid Wall Street Fears About Trade War,BUSINESS,The drop comes on the heels of an action by President Donald Trump to impose tariffs on up to $60 billion of Chinese imports.,"Chuck Mikolajczak, Reuters",2018-03-22
https://www.huffingtonpost.com/entry/rockefeller-center-christmas-tree_us_5a157ad3e4b09650540e8264,Here's Where The Rockefeller Center Tree Comes From,TRAVEL,The origin of both the tradition and 2017's tree.,Todd Van Luling,2017-11-28
https://www.huffpost.com/entry/what-is-radical-acceptance-how-it-helps-pandemic_l_5eda9f83c5b640424ef71891,What Is Radical Acceptance And How Can It Help During The Pandemic?,WELLNESS,"Radical acceptance can improve your mental health in difficult times, such as the coronavirus crisis. Here's how to practice it.",Kristin Lesko,2020-06-06
https://www.huffingtonpost.com/entry/commercial-jet-accidents_us_5a4b16d0e4b025f99e1d0c43,2017 Was Safest Year On Record For Air Travel,TRAVEL,Fatalities on commercial jetliners have been falling for the past two decades.,Nick Visser,2018-01-02
https://www.huffpost.com/entry/coinbase-crypto-slumping_n_627c5582e4b0b74b0e7ed621,Crypto Crash Leaves Trading Platform Coinbase Slumped,BUSINESS,Cryptocurrency trading platform Coinbase has lost half its value in the past week.,"Matt Ott, AP",2022-05-12
https://www.huffpost.com/entry/financial-stability-oversight-council-climate-change-report_n_6171dec7e4b0931432088ba3,Climate Poses Many Threats To U.S. Financial System & Natural Gas May Be Major Risk,BUSINESS,The federal entity created to guard against another Great Recession just issued its first landmark report on global warming.,Alexander C. Kaufman,2021-10-21
https://www.huffpost.com/entry/congestion-sick-what-to-do_l_623dc077e4b030e7392e41c6,Still Have Lingering Congestion After Being Sick? Here's What To Do.,WELLNESS,"A cold, the flu or any virus can leave you sniffling long after the illness has run its course. This advice can help you get relief.",Julia Ries,2022-03-31
https://www.huffpost.com/entry/tokyo-olympics-shooter-ukraine-mistake_n_61090b5ae4b064678eecec06,Olympic Shooter Blames Wardrobe Malfunction For Bull's-Eye Blooper,SPORTS,"“I am not happy,"" said Ukraine's Serhiy Kulish, whose gaffe cost him a medal in Tokyo.",Lee Moran,2021-08-03
https://www.huffpost.com/entry/paul-duncan-notre-dame-star-nfl-player-dead-at-35_n_62def315e4b0a6852c3aeebb,"Paul Duncan, Former Notre Dame Star And NFL Player, Dead at 35",SPORTS,Duncan was an offensive lineman for Notre Dame and briefly joined the Denver Broncos as an undrafted free agent.,Elyse Wanshel,2022-07-25
https://www.huffingtonpost.com/entry/american-airlines-banned-support-animals_us_5afacf94e4b09a94524c0933,Your Emotional Support Spider And Goat Are Now Banned On American Airlines,TRAVEL,The airline released a list of prohibited animals after seeing a 40 percent rise in onboard companions.,Nina Golgowski,2018-05-15
https://www.huffpost.com/entry/nfl-quarterback-tom-brady-not-retiring_n_622e7c9ae4b0d1329e86b2e7,Tom Brady Announces He's Not Retiring After All: 'My Place Is Still On The Field',SPORTS,"""That time will come. But it’s not now,"" the NFL legend wrote.",Josephine Harvey,2022-03-13
https://www.huffingtonpost.com/entry/personal-information-of-880000-orbitz-customers-likely-breached_us_5ab1112ee4b00549ac7f69d0,"Personal Information Of 880,000 Orbitz Customers Likely Breached",TRAVEL,The company says payment information may have been accessed.,Sara Boboltz,2018-03-20
https://www.huffpost.com/entry/why-anxious-in-the-morning_l_615b3a0ce4b0487c85622df7,3 Reasons You're More Anxious In The Morning (And How To Fix It),WELLNESS,Are your stress levels rising when you do? Experts reveal what could be happening and offer advice on managing it.,Dominique Astorino,2021-10-05
https://www.huffingtonpost.com/entry/7-surprising-things-that-are-banned-from-disney-parks_us_5a6f7e22e4b0290826014b2f,7 Surprising Things That Are Banned From Disney Parks (And 3 That Are Totally Fine),TRAVEL,Even the happiest place on earth has rules.,"PureWow, Editorial Partner",2018-01-29
https://www.huffpost.com/entry/cdc-rochelle-walensky-reset_n_62fd1241e4b0f48a02037714,CDC Director To Overhaul Agency With COVID Shortcomings In Mind,POLITICS,"Rochelle Walensky announced a ""reset"" for the organization amid public criticisms over its response to the coronavirus and monkeypox.","Mike Stobbe, AP",2022-08-17
https://www.huffpost.com/entry/passport-renew-wait-time-pandemic_l_61143e13e4b0c2db778c867d,Passport Wait Times Are Awful Right Now. Here's What To Do.,TRAVEL,Experts share their advice for making the passport renewal process less stressful.,Caroline Bologna,2021-08-24
https://www.huffpost.com/entry/lululemon-racist-bat-fried-rice-anti-asia_n_5ea05770c5b6a486d08285c5,Lululemon Apologizes For Art Director's Post About Racist 'Bat Fried Rice' T-Shirt,BUSINESS,"The athletic apparel brand said the offensive shirt wasn't its product and the executive who promoted it on Instagram is ""no longer an employee.""",Jenna Amatulli,2020-04-22
https://www.huffingtonpost.com/entry/dirty-spots-in-hotel-rooms_us_5ae09906e4b061c0bfa4356d,5 Of The Germiest Places In Hotel Rooms,TRAVEL,Yikes.,Taylor Pittman,2018-04-25
https://www.huffingtonpost.com/entry/planes-might-not-be-disgusting-germ-factories-after_us_5aba9605e4b03e5539296e3b,Planes Might Not Be Disgusting Germ Factories After All,TRAVEL,Surely you can't be serious.,"Popular Science, Editorial Partner",2018-03-28
https://www.huffpost.com/entry/restoration-hardware-critical-infrastructure-coronavirus-california_n_5e76a177c5b63c3b6491b0e9,Restoration Hardware Sees Itself As 'Critical Infrastructure' During Coronavirus Outbreak,BUSINESS,Employees at the company's California call center have been told to continue working despite a statewide shelter-in-place order.,Dave Jamieson,2020-03-22
https://www.huffpost.com/entry/vanessa-bryant-testimony-kobe-bryant-crash-photos_n_62fff99be4b00c150d617da3,Vanessa Bryant Says Kobe Bryant Crash Photos Turned Grief To Horror,SPORTS,"Bryant's widow testified that she ""lives in fear every day"" that the photos of her husband's death will pop up on social media.","Andrew Dalton, AP",2022-08-19
https://www.huffpost.com/entry/ap-eu-russia-ukraine-war-energy_n_62273f7ee4b0dd8abd58b836,"Shell Says It Will Stop Buying Russian Oil, Natural Gas",BUSINESS,The decision comes as surging oil prices have been rattling global markets and after Ukraine’s foreign minister criticized Shell for continuing to buy Russian oil.,"DANICA KIRKA, AP",2022-03-08
https://www.huffingtonpost.com/entry/8-majestic-islands-in-europe-that-most-tourists-dont_us_5afb47d9e4b0c1cf3c0c3ecc,8 Majestic Islands In Europe That Most Tourists Don’t Know About (Yet),TRAVEL,"If you’re dreaming about a romantic European getaway that doesn’t involve a gazillion tourists, then consider these beautiful isles.","PureWow, Editorial Partner",2018-05-21
https://www.huffpost.com/entry/rusty-bowers-trump-giuiani-gop-election-coup-arizona_n_630405b8e4b0e323a257fcd2,Rusty Bowers Rips 'Fascism' Of GOP And Trump's Strong-Arm Tactics To Trash Vote,POLITICS,"""I haven’t been hanged yet,"" the Arizona GOP leader told The Guardian in a powerful interview. ""But holy moly, this is just crazy. The place has lost its mind.”",Mary Papenfuss,2022-08-23
https://www.huffingtonpost.com/entry/these-gorgeous-secret-lagoons-exist-for-only-three_us_5acccbb0e4b0a2e7656855bc,These Gorgeous Secret Lagoons Exist For Only Three Months A Year,TRAVEL,"Lençóis might give off Saharan vibes, but the park is not technically a desert.","PureWow, Editorial Partner",2018-04-11
https://www.huffpost.com/entry/flight-attendants-american-airlines-piedmont-authorize-strike_n_61707acee4b079111a525f4a,Flight Attendants At American Airlines Subsidiary Threaten To Strike,BUSINESS,Workers at Piedmont Airlines say their wages are too low to live on. Now they might join other striking workers.,Dave Jamieson,2021-10-21
https://www.huffingtonpost.com/entry/heres-exactly-when-to-book-an-international-flight_us_5acccdfde4b0710183a6b598,Here’s Exactly When To Book An International Flight (Based On New Data From More Than A Million Airfares),TRAVEL,"Don’t worry, we’ll still be over here clicking refresh for all the domestic trips we’ve got coming up.","PureWow, Editorial Partner",2018-04-11
https://www.huffpost.com/entry/blayre-turnbull-ryan-sommer-engaged-opening-ceremony_n_61fe4f4de4b0725faaca7235,Engaged Hockey Star And Bobsledder Reunite At Winter Olympics — After 3 Months Apart,SPORTS,Blayre Turnbull and Ryan Sommer finally saw each other at the Beijing 2022 opening ceremony.,Ron Dicker,2022-02-05
https://www.huffpost.com/entry/brain-fog-coronavirus-pandemic_l_5edf8559c5b652103f399b1b,Got Brain Fog Lately? Blame It On The Coronavirus Pandemic.,WELLNESS,"Read this if you've been losing track of time, forgetting things or haven't been able to concentrate.",Julia Ries,2020-06-09
https://www.huffpost.com/entry/how-to-make-mondays-less-hard_l_5fb83422c5b6cf1e0f08138d,How To Make Mondays Less Hard,WELLNESS,Experts share their advice for warding off the Monday blues.,Caroline Bologna,2020-11-30
https://www.huffingtonpost.com/entry/space-mountain-lights-on_us_5aa5fe00e4b086698a9f1e32,Space Mountain With The Lights On Is A Freaky Experience,TRAVEL,See Disney's most famous coaster in a whole new light.,Ed Mazza,2018-03-12
https://www.huffpost.com/entry/weight-watchers-layoffs-zoom_n_5ec6e426c5b6426f5d6ffedd,"How Weight Watchers Fired Workers Via Zoom, The New Cruel COVID-19 Layoff Tool",BUSINESS,Many of them were devoted longtime members of the iconic weight-loss program. They’re heartbroken.,Emily Peck,2020-05-22
https://www.huffpost.com/entry/ransomware-attacks-russia-putin_n_61be4bd1e4b0d637ae8261c2,Low-Profile Ransomware Attacks Continue As High-Profile Cases Slow,BUSINESS,"Cyberattacks have interrupted schools, hospitals, government and an array of businesses across the country.","Eric Tucker and Alan Suderman Washington, AP",2021-12-18
https://www.huffpost.com/entry/biden-cancer-moonshot_n_631fc93be4b027aa405e7ac5,Joe Biden Urges National Unity In Speech On Renewed ‘Cancer Moonshot’,POLITICS,"""Cancer does not discriminate red and blue,"" the president said Monday. ""Beating cancer is something we can do together.""",Nick Visser,2022-09-13
https://www.huffpost.com/entry/high-winds-beijing-winter-olympics_n_6210f196e4b0f93b26190975,High Winds Cause Chaos On Penultimate Day Of Winter Olympics,SPORTS,"Beijing Games organizers closed the ski slopes, then shortened the cross-country course by 40%.","JAKE SEINER, AP",2022-02-19
https://www.huffpost.com/entry/clark-county-official-robert-telles-dna-las-vegas-journalist-murder_n_631a51dbe4b000d9884f1cf4,"Politician's DNA Connected To Las Vegas Journalist’s Murder, Police Say",POLITICS,"Clark County Public Administrator Robert Telles was arrested in the fatal stabbing of Jeff German, who had been investigating his office.",Sanjana Karanth,2022-09-08
https://www.huffpost.com/entry/olympics-max-parrot-snowboarding_n_620770e4e4b0328e0026ab6a,Gold-Winning Canadian Snowboarder Cops To Error That Wasn't Spotted By Judges,SPORTS,"“Everyone that snowboards knows I missed that grab. I’m not hiding from that. It is what it is,"" said Max Parrot, who won the Olympic slopestyle contest in Beijing.","EDDIE PELLS, AP",2022-02-12
https://www.huffpost.com/entry/starbucks-closing-150-stores_n_5b29d549e4b05d6c16c8c202,Starbucks Announces Plans To Close 150 Underperforming Stores,BUSINESS,No word yet on how many workers will lose their jobs when the stores close.,"Uday Sampath Kumar and Alana Wise, Reuters",2018-06-20
https://www.huffingtonpost.com/entry/passenger-tries-to-open-emergency-door_us_5a9e24d6e4b089ec353e1af7,"First-Class Passenger Tries To Open Emergency Door Mid-Flight, Shouts 'I Am God!'",TRAVEL,"“She wasn’t acting right, or normal, from the very beginning.""",Ed Mazza,2018-03-06
https://www.huffingtonpost.com/entry/15-popular-travel-destinations-you-should-avoid-in-the-summer_us_5aa8565ee4b018e2f1c28858,15 Popular Travel Destinations You Should Avoid In The Summer,TRAVEL,And when to go instead.,Caroline Bologna,2018-03-16
https://www.huffpost.com/entry/psychologists-explain-benefits-decorating-early-holidays_l_5faf05b5c5b68baab0fc2e91,Psychologists Explain The Benefits Of Decorating Early For The Holidays,WELLNESS,Putting up Christmas decorations before Thanksgiving is the mood booster we need this year in order to be a little happier.,Kelsey Borresen,2020-11-18
https://www.huffpost.com/entry/rafael-nadal-wins-australian-open-tennis_n_61f6aacae4b0061af2603fbd,Rafael Nadal Wins Australian Open For Record 21st Major Title,SPORTS,"The 35-year-old Spaniard now has one more major title than Roger Federer and Novak Djokovic, his long-time rivals in the so-called Big Three.","John Pye, AP",2022-01-30
https://www.huffpost.com/entry/best-poop-products_l_6140b626e4b00ff836f26f4d,The Best Products To Help You Poop Better,WELLNESS,Relieve constipation or solve your other bathroom woes with these game-changing items.,Nicole Pajer,2021-10-04
https://www.huffpost.com/entry/travel-facebook-groups-for-women_l_5d8bd2e2e4b0ac3cdda28940,"This Is The Best, Most Underrated Travel Resource",TRAVEL,Groups like Girls LOVE Travel and the Solo Female Traveler Network are full of helpful travel suggestions.,Brittany Wong,2019-09-27
https://www.huffpost.com/entry/ron-harper-jr-rutgers-buzzer-beat_n_61b36f0ce4b0b50268a55080,Watch Rutgers Star Ron Harper Jr. Make The Buzzer Beater Of The Year,SPORTS,The Scarlet Knights basketball team stunned No. 1 Purdue in their first victory over a top-ranked team.,Ron Dicker,2021-12-10
https://www.huffpost.com/entry/brittany-bowe-erin-jackson-speedskating_n_61dc4668e4b0d637aea4d739,U.S. Speedskater's 'Honorable Move' Allows Friend To Replace Her In Olympic Race,SPORTS,"Brittany Bowe stepped aside so Erin Jackson, who slipped in the trials, could skate the 500 meters in Beijing.",,2022-01-10
https://www.huffingtonpost.com/entry/dicks-sporting-goods-destroy-assault-rifles_us_5ad63de6e4b077c89ced6310,Dick's Sporting Goods Is Destroying Its Unsold Assault-Style Rifles,BUSINESS,The company pulled assault-style weapons and accessories from their stores in February.,Dominique Mosbergen and Nick Wing,2018-04-17
https://www.huffpost.com/entry/deshaun-watson-browns-nfl_n_62fd2a47e4b0a85a81981a14,Talks On Possible Watson Settlement Progress,SPORTS,Two people familiar with the negotiations tell the AP that talks between the NFL and NFL Players Association on a discipline settlement for Cleveland Browns quarterback Deshaun Watson have progressed.,"Rob Maaddi and Tom Withers, AP",2022-08-17
